UNITED KI1|UNITED KI1|1992|613760120.00
UNITED KI1|UNITED KI1|1993|642818561.00
UNITED KI1|UNITED KI1|1994|501928879.00
UNITED KI1|UNITED KI1|1995|541563903.00
UNITED KI1|UNITED KI1|1996|640266885.00
UNITED KI1|UNITED KI1|1997|527558759.00
UNITED KI1|UNITED KI5|1992|490531356.00
UNITED KI1|UNITED KI5|1993|472114718.00
UNITED KI1|UNITED KI5|1994|426408376.00
UNITED KI1|UNITED KI5|1995|527185985.00
UNITED KI1|UNITED KI5|1996|491453785.00
UNITED KI1|UNITED KI5|1997|487301847.00
UNITED KI5|UNITED KI1|1992|475943388.00
UNITED KI5|UNITED KI1|1993|476520671.00
UNITED KI5|UNITED KI1|1994|505659040.00
UNITED KI5|UNITED KI1|1995|498765659.00
UNITED KI5|UNITED KI1|1996|569887439.00
UNITED KI5|UNITED KI1|1997|623733316.00
UNITED KI5|UNITED KI5|1992|429357345.00
UNITED KI5|UNITED KI5|1993|465180799.00
UNITED KI5|UNITED KI5|1994|446501539.00
UNITED KI5|UNITED KI5|1995|437775974.00
UNITED KI5|UNITED KI5|1996|451511059.00
UNITED KI5|UNITED KI5|1997|487127099.00
