1997|UNITED ST0|MFGR#1410|32961113.00
1997|UNITED ST0|MFGR#1411|36166400.00
1997|UNITED ST0|MFGR#141|15456288.00
1997|UNITED ST0|MFGR#1412|18237451.00
1997|UNITED ST0|MFGR#1413|40752813.00
1997|UNITED ST0|MFGR#1414|24237588.00
1997|UNITED ST0|MFGR#1415|6419001.00
1997|UNITED ST0|MFGR#1416|15639876.00
1997|UNITED ST0|MFGR#1417|15476211.00
1997|UNITED ST0|MFGR#1418|8169956.00
1997|UNITED ST0|MFGR#1419|18217252.00
1997|UNITED ST0|MFGR#1420|34587603.00
1997|UNITED ST0|MFGR#1421|28560921.00
1997|UNITED ST0|MFGR#1422|25154181.00
1997|UNITED ST0|MFGR#142|29361222.00
1997|UNITED ST0|MFGR#1423|18144008.00
1997|UNITED ST0|MFGR#1424|28064267.00
1997|UNITED ST0|MFGR#1425|15255845.00
1997|UNITED ST0|MFGR#1426|5610353.00
1997|UNITED ST0|MFGR#1427|5750693.00
1997|UNITED ST0|MFGR#1428|14081707.00
1997|UNITED ST0|MFGR#1429|9024512.00
1997|UNITED ST0|MFGR#1430|16961739.00
1997|UNITED ST0|MFGR#1431|19015253.00
1997|UNITED ST0|MFGR#1432|6324917.00
1997|UNITED ST0|MFGR#1433|6734461.00
1997|UNITED ST0|MFGR#1434|19206393.00
1997|UNITED ST0|MFGR#143|5325193.00
1997|UNITED ST0|MFGR#1435|679925.00
1997|UNITED ST0|MFGR#1436|13834012.00
1997|UNITED ST0|MFGR#1437|23575407.00
1997|UNITED ST0|MFGR#1438|24756074.00
1997|UNITED ST0|MFGR#1439|19644072.00
1997|UNITED ST0|MFGR#1440|14068558.00
1997|UNITED ST0|MFGR#144|20285157.00
1997|UNITED ST0|MFGR#145|22646138.00
1997|UNITED ST0|MFGR#146|16381159.00
1997|UNITED ST0|MFGR#147|12267827.00
1997|UNITED ST0|MFGR#148|30968614.00
1997|UNITED ST0|MFGR#149|8640669.00
