3361726461.00|1998|MFGR#129
3447360470.00|1998|MFGR#1238
3582552481.00|1998|MFGR#1233
3639974048.00|1998|MFGR#125
3657869124.00|1998|MFGR#1239
3759502360.00|1998|MFGR#1223
3773709964.00|1998|MFGR#126
3778698297.00|1998|MFGR#1227
3779977763.00|1998|MFGR#123
3818818425.00|1998|MFGR#1230
3849042935.00|1998|MFGR#1225
3849625034.00|1998|MFGR#1220
3853230575.00|1998|MFGR#1229
3871282231.00|1998|MFGR#1231
3877612287.00|1998|MFGR#1214
3879020994.00|1998|MFGR#1213
3888624381.00|1998|MFGR#1219
3890011027.00|1998|MFGR#1234
3896317455.00|1998|MFGR#1222
3897319889.00|1998|MFGR#121
3942185810.00|1998|MFGR#128
3945522796.00|1998|MFGR#127
3995700043.00|1998|MFGR#1212
4015325441.00|1998|MFGR#1240
4031155909.00|1998|MFGR#1210
4037218661.00|1998|MFGR#1221
4038052807.00|1998|MFGR#1216
4075504776.00|1998|MFGR#124
4085660284.00|1998|MFGR#1217
4094793738.00|1998|MFGR#1218
4103607505.00|1998|MFGR#1236
4113524967.00|1998|MFGR#1228
4127678116.00|1998|MFGR#1226
4186611264.00|1998|MFGR#1215
4206875087.00|1998|MFGR#1211
4244538731.00|1998|MFGR#1235
4257699348.00|1998|MFGR#1224
4285433697.00|1998|MFGR#122
4358614959.00|1998|MFGR#1237
4368059744.00|1998|MFGR#1232
5511548424.00|1995|MFGR#1238
5969249911.00|1993|MFGR#129
6024036595.00|1994|MFGR#1238
6040194453.00|1993|MFGR#1227
6051644044.00|1992|MFGR#129
6096339133.00|1996|MFGR#1238
6164317597.00|1997|MFGR#129
6168113765.00|1996|MFGR#129
6173788890.00|1993|MFGR#1238
6176002369.00|1992|MFGR#1238
6189603646.00|1994|MFGR#129
6199733558.00|1992|MFGR#1212
6204649648.00|1992|MFGR#125
6213627043.00|1997|MFGR#126
6227318243.00|1997|MFGR#1239
6280463233.00|1997|MFGR#123
6292350275.00|1994|MFGR#1223
6315006530.00|1996|MFGR#1220
6321768836.00|1994|MFGR#121
6323186977.00|1996|MFGR#1239
6323613468.00|1995|MFGR#1219
6340180538.00|1992|MFGR#1227
6340209230.00|1992|MFGR#126
6350376626.00|1995|MFGR#129
6350897342.00|1992|MFGR#1220
6359108235.00|1995|MFGR#1212
6359995569.00|1996|MFGR#125
6366174512.00|1993|MFGR#123
6368656976.00|1992|MFGR#1239
6368829497.00|1995|MFGR#121
6374884878.00|1995|MFGR#1227
6375047030.00|1992|MFGR#1229
6378894324.00|1992|MFGR#1234
6380983236.00|1996|MFGR#121
6391536258.00|1993|MFGR#1219
6392639402.00|1994|MFGR#1227
6398484720.00|1993|MFGR#1239
6409702180.00|1997|MFGR#121
6416763567.00|1997|MFGR#125
6417969574.00|1993|MFGR#126
6421111643.00|1994|MFGR#1239
6435294748.00|1995|MFGR#1230
6439086358.00|1995|MFGR#1234
6442250106.00|1994|MFGR#1213
6443513085.00|1997|MFGR#1238
6444885592.00|1993|MFGR#1234
6455340911.00|1995|MFGR#123
6458897097.00|1994|MFGR#1210
6463800259.00|1996|MFGR#128
6465041111.00|1997|MFGR#1223
