1997|ARGENTINA|MFGR#11|907071566.00
1997|ARGENTINA|MFGR#12|924115562.00
1997|ARGENTINA|MFGR#13|972861821.00
1997|ARGENTINA|MFGR#14|975410345.00
1997|ARGENTINA|MFGR#15|938867375.00
1997|ARGENTINA|MFGR#21|1014782574.00
1997|ARGENTINA|MFGR#22|873016783.00
1997|ARGENTINA|MFGR#23|1030357302.00
1997|ARGENTINA|MFGR#24|893460579.00
1997|ARGENTINA|MFGR#25|1006311403.00
1997|BRAZIL|MFGR#11|1073219328.00
1997|BRAZIL|MFGR#12|989858833.00
1997|BRAZIL|MFGR#13|1128480379.00
1997|BRAZIL|MFGR#14|1194256722.00
1997|BRAZIL|MFGR#15|1094419124.00
1997|BRAZIL|MFGR#21|910026832.00
1997|BRAZIL|MFGR#22|993142048.00
1997|BRAZIL|MFGR#23|1107672874.00
1997|BRAZIL|MFGR#24|1058013649.00
1997|BRAZIL|MFGR#25|994733764.00
1997|CANADA|MFGR#11|854725020.00
1997|CANADA|MFGR#12|938718164.00
1997|CANADA|MFGR#13|959265890.00
1997|CANADA|MFGR#14|1002812450.00
1997|CANADA|MFGR#15|848183013.00
1997|CANADA|MFGR#21|999805272.00
1997|CANADA|MFGR#22|778419763.00
1997|CANADA|MFGR#23|928359645.00
1997|CANADA|MFGR#24|849895128.00
1997|CANADA|MFGR#25|904587965.00
1997|PERU|MFGR#11|1100242877.00
1997|PERU|MFGR#12|994365350.00
1997|PERU|MFGR#13|847486105.00
1997|PERU|MFGR#14|947769683.00
1997|PERU|MFGR#15|999395678.00
1997|PERU|MFGR#21|867923394.00
1997|PERU|MFGR#22|988747459.00
1997|PERU|MFGR#23|1066645086.00
1997|PERU|MFGR#24|935665725.00
1997|PERU|MFGR#25|981454129.00
1997|UNITED STATES|MFGR#11|1046706048.00
1997|UNITED STATES|MFGR#12|909213709.00
1997|UNITED STATES|MFGR#13|1096278906.00
1997|UNITED STATES|MFGR#14|934282111.00
1997|UNITED STATES|MFGR#15|962760843.00
1997|UNITED STATES|MFGR#21|1000676474.00
1997|UNITED STATES|MFGR#22|1076947615.00
1997|UNITED STATES|MFGR#23|937288102.00
1997|UNITED STATES|MFGR#24|1003386363.00
1997|UNITED STATES|MFGR#25|1053666052.00
1998|ARGENTINA|MFGR#11|567612227.00
1998|ARGENTINA|MFGR#12|527025042.00
1998|ARGENTINA|MFGR#13|582791792.00
1998|ARGENTINA|MFGR#14|523726368.00
1998|ARGENTINA|MFGR#15|522078267.00
1998|ARGENTINA|MFGR#21|504712685.00
1998|ARGENTINA|MFGR#22|506061736.00
1998|ARGENTINA|MFGR#23|560479801.00
1998|ARGENTINA|MFGR#24|524579118.00
1998|ARGENTINA|MFGR#25|547840211.00
1998|BRAZIL|MFGR#11|638578488.00
1998|BRAZIL|MFGR#12|646312681.00
1998|BRAZIL|MFGR#13|655161772.00
1998|BRAZIL|MFGR#14|552676170.00
1998|BRAZIL|MFGR#15|663812709.00
1998|BRAZIL|MFGR#21|668822448.00
1998|BRAZIL|MFGR#22|591791918.00
1998|BRAZIL|MFGR#23|690648877.00
1998|BRAZIL|MFGR#24|562362220.00
1998|BRAZIL|MFGR#25|704182376.00
1998|CANADA|MFGR#11|509086125.00
1998|CANADA|MFGR#12|488089772.00
1998|CANADA|MFGR#13|486533297.00
1998|CANADA|MFGR#14|527837227.00
1998|CANADA|MFGR#15|535869299.00
1998|CANADA|MFGR#21|455868651.00
1998|CANADA|MFGR#22|594277308.00
1998|CANADA|MFGR#23|574125070.00
1998|CANADA|MFGR#24|508530424.00
1998|CANADA|MFGR#25|547757992.00
1998|PERU|MFGR#11|567838547.00
1998|PERU|MFGR#12|540544757.00
1998|PERU|MFGR#13|591331883.00
1998|PERU|MFGR#14|481335064.00
1998|PERU|MFGR#15|570246138.00
1998|PERU|MFGR#21|533733330.00
1998|PERU|MFGR#22|527790656.00
1998|PERU|MFGR#23|636393221.00
1998|PERU|MFGR#24|589075262.00
1998|PERU|MFGR#25|543251115.00
1998|UNITED STATES|MFGR#11|556276232.00
1998|UNITED STATES|MFGR#12|612385982.00
1998|UNITED STATES|MFGR#13|622413927.00
1998|UNITED STATES|MFGR#14|555006887.00
1998|UNITED STATES|MFGR#15|525119569.00
1998|UNITED STATES|MFGR#21|563406836.00
1998|UNITED STATES|MFGR#22|580478735.00
1998|UNITED STATES|MFGR#23|656080465.00
1998|UNITED STATES|MFGR#24|538445058.00
1998|UNITED STATES|MFGR#25|589111952.00
