3590220786.00|1998|MFGR#2222
3741050367.00|1998|MFGR#2221
3771253166.00|1998|MFGR#2226
3788998053.00|1998|MFGR#2224
3889049897.00|1998|MFGR#2227
3913373361.00|1998|MFGR#2225
3930181453.00|1998|MFGR#2223
4198537254.00|1998|MFGR#2228
6038914753.00|1994|MFGR#2224
6125260532.00|1992|MFGR#2224
6160015130.00|1995|MFGR#2225
6168870203.00|1996|MFGR#2225
6276521300.00|1993|MFGR#2222
6291366526.00|1996|MFGR#2222
6301005104.00|1993|MFGR#2225
6328439634.00|1995|MFGR#2222
6338528956.00|1992|MFGR#2226
6344942828.00|1995|MFGR#2224
6347427503.00|1992|MFGR#2225
6359158982.00|1996|MFGR#2224
6374953853.00|1997|MFGR#2224
6382061978.00|1992|MFGR#2222
6444940622.00|1993|MFGR#2223
6454573673.00|1997|MFGR#2222
6513654879.00|1994|MFGR#2222
6529687022.00|1993|MFGR#2224
6535505243.00|1994|MFGR#2225
6547358952.00|1993|MFGR#2227
6550368125.00|1994|MFGR#2221
6563031390.00|1995|MFGR#2228
6568451170.00|1992|MFGR#2221
6573614829.00|1996|MFGR#2226
6595386256.00|1994|MFGR#2226
6601132403.00|1997|MFGR#2221
6604816156.00|1993|MFGR#2228
6618321266.00|1993|MFGR#2221
6619154640.00|1994|MFGR#2223
6634096511.00|1992|MFGR#2223
6686477171.00|1997|MFGR#2226
6691083969.00|1997|MFGR#2223
6694411714.00|1997|MFGR#2225
6703224249.00|1996|MFGR#2227
6706033148.00|1993|MFGR#2226
6750969088.00|1995|MFGR#2221
6762082427.00|1995|MFGR#2223
6792448773.00|1996|MFGR#2221
6804879485.00|1997|MFGR#2227
6816108670.00|1994|MFGR#2227
6832262440.00|1995|MFGR#2226
6841295258.00|1997|MFGR#2228
6842536512.00|1994|MFGR#2228
6922824388.00|1996|MFGR#2228
6928444340.00|1992|MFGR#2227
6959392411.00|1996|MFGR#2223
6973227175.00|1992|MFGR#2228
7034210774.00|1995|MFGR#2227
