244739231.00|1998|MFGR#1238
251549955.00|1998|MFGR#1228
290208878.00|1998|MFGR#1225
296330561.00|1998|MFGR#123
304873002.00|1998|MFGR#1214
312440027.00|1998|MFGR#122
317068168.00|1998|MFGR#1211
318769573.00|1998|MFGR#129
320623334.00|1998|MFGR#1218
330082371.00|1998|MFGR#124
332740903.00|1998|MFGR#1213
339845398.00|1998|MFGR#1221
341618569.00|1998|MFGR#1237
341657580.00|1998|MFGR#126
344575925.00|1998|MFGR#121
344889822.00|1998|MFGR#1223
346182862.00|1998|MFGR#1219
348123961.00|1998|MFGR#1220
352277781.00|1998|MFGR#1235
355416161.00|1998|MFGR#1222
358466340.00|1998|MFGR#1227
359508497.00|1998|MFGR#1217
360289624.00|1998|MFGR#125
361416497.00|1998|MFGR#128
361827086.00|1998|MFGR#1236
366101132.00|1998|MFGR#1215
374341516.00|1998|MFGR#1212
377507061.00|1998|MFGR#127
379133898.00|1998|MFGR#1216
383138860.00|1998|MFGR#1229
396906691.00|1998|MFGR#1224
398944492.00|1998|MFGR#1231
401953419.00|1997|MFGR#1238
406967188.00|1998|MFGR#1233
414151803.00|1998|MFGR#1239
415312453.00|1998|MFGR#1240
417152416.00|1998|MFGR#1210
419415707.00|1998|MFGR#1226
424062455.00|1998|MFGR#1232
424306670.00|1997|MFGR#1213
428867240.00|1998|MFGR#1234
437181243.00|1998|MFGR#1230
444614010.00|1993|MFGR#1238
450402292.00|1997|MFGR#1225
466676148.00|1996|MFGR#1238
468535087.00|1992|MFGR#1230
473007381.00|1993|MFGR#1225
476864333.00|1996|MFGR#125
477423770.00|1992|MFGR#1238
478648074.00|1996|MFGR#1235
478777095.00|1992|MFGR#125
479099365.00|1997|MFGR#125
483838085.00|1996|MFGR#1227
493270412.00|1994|MFGR#1230
496297087.00|1996|MFGR#1213
499319414.00|1996|MFGR#1221
499852146.00|1995|MFGR#1231
501892561.00|1992|MFGR#1236
502601790.00|1997|MFGR#1231
506011570.00|1997|MFGR#1227
508749401.00|1995|MFGR#129
511971910.00|1997|MFGR#1214
515571416.00|1993|MFGR#1233
517956131.00|1995|MFGR#1220
518444215.00|1996|MFGR#1220
519659003.00|1995|MFGR#1219
523879145.00|1996|MFGR#121
528843086.00|1996|MFGR#1218
528879998.00|1996|MFGR#1230
528988960.00|1997|MFGR#1222
530361300.00|1995|MFGR#1227
530830127.00|1993|MFGR#1220
533544350.00|1993|MFGR#1223
534002330.00|1994|MFGR#1214
534455976.00|1997|MFGR#1233
534541525.00|1994|MFGR#129
535448651.00|1992|MFGR#1223
537098211.00|1997|MFGR#1223
538043594.00|1992|MFGR#1219
538246872.00|1995|MFGR#125
540262882.00|1992|MFGR#1220
542306646.00|1992|MFGR#128
542569815.00|1994|MFGR#1237
543248087.00|1997|MFGR#124
543346337.00|1993|MFGR#1221
546674347.00|1994|MFGR#1218
547960244.00|1995|MFGR#1229
548048395.00|1993|MFGR#129
548588761.00|1997|MFGR#1211
549318912.00|1995|MFGR#1238
550769662.00|1992|MFGR#1211
551010618.00|1996|MFGR#128
555134404.00|1994|MFGR#1223
556120633.00|1992|MFGR#1221
557149571.00|1995|MFGR#1233
558030884.00|1996|MFGR#126
558646341.00|1994|MFGR#1216
560488304.00|1994|MFGR#125
560570630.00|1996|MFGR#129
560667719.00|1996|MFGR#124
561169527.00|1997|MFGR#1219
562570804.00|1995|MFGR#1214
562582172.00|1994|MFGR#1220
564368410.00|1995|MFGR#1222
564405648.00|1994|MFGR#121
566217852.00|1996|MFGR#123
567272942.00|1994|MFGR#1219
567838207.00|1992|MFGR#121
568249365.00|1996|MFGR#1236
568332348.00|1994|MFGR#1212
570696568.00|1997|MFGR#126
570745955.00|1994|MFGR#1225
570832868.00|1992|MFGR#1225
571149450.00|1996|MFGR#1234
571800941.00|1997|MFGR#1230
572354196.00|1992|MFGR#124
572568748.00|1995|MFGR#1226
572847270.00|1995|MFGR#1237
573510781.00|1994|MFGR#1238
573693547.00|1994|MFGR#1228
575779480.00|1993|MFGR#1235
579855853.00|1994|MFGR#1239
580327635.00|1993|MFGR#1231
580449592.00|1994|MFGR#123
581759388.00|1992|MFGR#1227
581987352.00|1992|MFGR#129
583074592.00|1997|MFGR#127
583249505.00|1996|MFGR#1214
583507058.00|1993|MFGR#1228
585421815.00|1995|MFGR#124
585578737.00|1997|MFGR#1228
586246330.00|1996|MFGR#1219
586845664.00|1994|MFGR#128
587013207.00|1997|MFGR#121
588848171.00|1997|MFGR#1221
589481194.00|1996|MFGR#1231
589593892.00|1997|MFGR#1212
590762777.00|1992|MFGR#1222
591481503.00|1992|MFGR#1237
591878667.00|1993|MFGR#1236
592174616.00|1992|MFGR#126
592178887.00|1993|MFGR#1227
592436656.00|1992|MFGR#1231
592616167.00|1996|MFGR#1237
593851712.00|1995|MFGR#1239
594466157.00|1997|MFGR#1220
595065339.00|1996|MFGR#1211
595256327.00|1993|MFGR#1239
598618997.00|1994|MFGR#1221
598680959.00|1994|MFGR#1235
599586479.00|1995|MFGR#1213
600202070.00|1992|MFGR#1218
600665149.00|1995|MFGR#1223
601016441.00|1994|MFGR#1222
601809334.00|1996|MFGR#1216
602735858.00|1995|MFGR#1230
602892803.00|1995|MFGR#1210
603546148.00|1994|MFGR#1231
605799021.00|1995|MFGR#126
609618576.00|1993|MFGR#1237
609855391.00|1996|MFGR#1228
610663790.00|1992|MFGR#1210
610756714.00|1997|MFGR#1239
613289283.00|1995|MFGR#1212
613885100.00|1992|MFGR#1233
614061593.00|1992|MFGR#1226
615726097.00|1994|MFGR#1236
616224539.00|1993|MFGR#125
616287892.00|1997|MFGR#1210
616837237.00|1993|MFGR#1214
617126754.00|1993|MFGR#126
617453491.00|1993|MFGR#1229
618877179.00|1997|MFGR#1236
622425239.00|1995|MFGR#1235
622532984.00|1993|MFGR#122
622571183.00|1994|MFGR#127
622744016.00|1997|MFGR#1229
624031241.00|1992|MFGR#1213
625534310.00|1993|MFGR#1230
628762754.00|1996|MFGR#1223
631620635.00|1994|MFGR#1211
631772246.00|1997|MFGR#1215
633152470.00|1992|MFGR#1215
633357085.00|1995|MFGR#1228
634565501.00|1995|MFGR#1236
634687975.00|1993|MFGR#1215
634743898.00|1993|MFGR#1211
635741351.00|1995|MFGR#1221
635873891.00|1996|MFGR#127
637863868.00|1993|MFGR#123
638255029.00|1993|MFGR#1213
638259374.00|1992|MFGR#1239
638353900.00|1993|MFGR#1216
638982238.00|1994|MFGR#1233
639638057.00|1997|MFGR#1237
640290070.00|1992|MFGR#1235
640858430.00|1992|MFGR#1229
643645053.00|1996|MFGR#1210
644642592.00|1992|MFGR#1228
645166092.00|1995|MFGR#1211
645404849.00|1994|MFGR#1210
646503168.00|1997|MFGR#123
646950033.00|1993|MFGR#1219
646960956.00|1995|MFGR#128
647918373.00|1994|MFGR#1229
648160706.00|1993|MFGR#1210
649205856.00|1992|MFGR#1212
651707481.00|1994|MFGR#1227
651935758.00|1993|MFGR#1234
654400242.00|1994|MFGR#1215
654438324.00|1993|MFGR#127
655326672.00|1992|MFGR#122
655638776.00|1997|MFGR#129
657026635.00|1995|MFGR#1218
657036514.00|1994|MFGR#126
658959557.00|1996|MFGR#1229
659884062.00|1994|MFGR#122
660586237.00|1993|MFGR#124
660620587.00|1996|MFGR#1225
660711077.00|1995|MFGR#123
663372951.00|1993|MFGR#1217
663679947.00|1996|MFGR#1233
664275152.00|1992|MFGR#1232
664916245.00|1997|MFGR#122
