CHINA|CHINA|1992|6456431477.00
CHINA|CHINA|1993|6444513787.00
CHINA|CHINA|1994|6648942965.00
CHINA|CHINA|1995|6624666612.00
CHINA|CHINA|1996|6591697915.00
CHINA|CHINA|1997|6463794795.00
CHINA|INDIA|1992|6189831351.00
CHINA|INDIA|1993|6421694121.00
CHINA|INDIA|1994|6297582811.00
CHINA|INDIA|1995|6246656374.00
CHINA|INDIA|1996|6153787365.00
CHINA|INDIA|1997|6084283983.00
CHINA|INDONESIA|1992|6616078869.00
CHINA|INDONESIA|1993|6581513366.00
CHINA|INDONESIA|1994|6234787896.00
CHINA|INDONESIA|1995|7074539444.00
CHINA|INDONESIA|1996|6657125075.00
CHINA|INDONESIA|1997|6653234696.00
CHINA|JAPAN|1992|6157678893.00
CHINA|JAPAN|1993|6195466884.00
CHINA|JAPAN|1994|6349037021.00
CHINA|JAPAN|1995|6021854130.00
CHINA|JAPAN|1996|6105566324.00
CHINA|JAPAN|1997|6284733518.00
CHINA|VIETNAM|1992|5412322026.00
CHINA|VIETNAM|1993|5885023228.00
CHINA|VIETNAM|1994|5885318733.00
CHINA|VIETNAM|1995|5489936063.00
CHINA|VIETNAM|1996|5434772818.00
CHINA|VIETNAM|1997|5908254176.00
INDIA|CHINA|1992|6066461811.00
INDIA|CHINA|1993|6209353792.00
INDIA|CHINA|1994|5815022714.00
INDIA|CHINA|1995|6010532793.00
INDIA|CHINA|1996|6198567819.00
INDIA|CHINA|1997|6153282214.00
INDIA|INDIA|1992|5361243755.00
INDIA|INDIA|1993|5571575799.00
INDIA|INDIA|1994|5584936515.00
INDIA|INDIA|1995|5565995550.00
INDIA|INDIA|1996|5532073103.00
INDIA|INDIA|1997|5693028907.00
INDIA|INDONESIA|1992|6238807354.00
INDIA|INDONESIA|1993|6331058594.00
INDIA|INDONESIA|1994|6168189859.00
INDIA|INDONESIA|1995|5975518597.00
INDIA|INDONESIA|1996|6189242058.00
INDIA|INDONESIA|1997|5983439300.00
INDIA|JAPAN|1992|5421959281.00
INDIA|JAPAN|1993|5995208985.00
INDIA|JAPAN|1994|5394134974.00
INDIA|JAPAN|1995|5469203427.00
INDIA|JAPAN|1996|5841664805.00
INDIA|JAPAN|1997|5587827913.00
INDIA|VIETNAM|1992|5245330621.00
INDIA|VIETNAM|1993|5233871487.00
