100000|103332.3270|4840.82|PERU
100003|216470.4756|72.71|ETHIOPIA
10000|77633.5827|59.74|ROMANIA
100013|39237.1263|1362.37|CHINA
100015|245844.2497|7089.83|KENYA
100027|11511.1392|1343.46|GERMANY
100031|130248.0074|6786.61|IRAN
100033|155699.3712|-811.09|FRANCE
10003|46833.6400|-540.22|ETHIOPIA
100036|26499.6270|2058.81|ALGERIA
100042|278709.3256|2416.36|GERMANY
10004|247409.7514|4500.51|UNITED KINGDOM
100043|98851.3380|8679.30|MOZAMBIQUE
100046|218710.4582|955.18|CHINA
100049|119358.2256|4029.02|UNITED STATES
100055|19627.7600|8045.42|INDIA
100057|125518.2177|1049.06|IRAQ
100066|195562.4720|7641.21|UNITED STATES
100069|170676.6292|6904.56|SAUDI ARABIA
10006|94353.1719|682.15|CHINA
100075|52635.8912|386.57|GERMANY
100078|88054.4671|3402.63|IRAN
100081|43590.4512|2060.41|EGYPT
100082|146711.8244|-665.97|CHINA
100084|56265.3000|3658.98|ARGENTINA
100090|40929.0855|2288.19|IRAQ
100091|202151.3683|-350.77|BRAZIL
10009|172107.1628|3630.94|INDIA
100094|50093.7780|5892.39|INDONESIA
100097|63125.1712|728.05|GERMANY
100099|57490.1506|6526.93|ALGERIA
10010|106077.7238|6256.97|PERU
100112|157535.3732|3984.18|ETHIOPIA
100118|70529.0766|-154.01|MOROCCO
100120|40542.3944|8102.77|RUSSIA
100121|107386.6296|1371.63|RUSSIA
100123|73274.0716|1948.56|INDIA
100124|179473.7340|419.96|INDIA
100132|80017.2665|7380.10|JAPAN
100135|232445.4530|3814.69|UNITED STATES
100142|164690.1051|-549.75|IRAQ
100144|30810.8304|8293.49|JORDAN
100147|126118.6456|609.80|INDONESIA
100148|60435.0720|5911.49|MOROCCO
10015|239287.8437|7947.13|GERMANY
100154|150832.4255|3693.46|BRAZIL
100159|38256.7515|6712.49|JAPAN
100160|147681.0465|9897.17|CHINA
100162|78786.4528|8203.12|IRAN
100165|34257.2757|6185.29|SAUDI ARABIA
100166|84157.9176|4135.15|RUSSIA
100171|155684.7880|8724.93|ARGENTINA
100172|95624.6240|7973.84|EGYPT
100177|175884.3726|2063.98|ETHIOPIA
100183|29395.5088|5741.33|VIETNAM
100192|218184.2410|9202.05|PERU
100196|139915.5009|4947.38|CANADA
100198|31826.7864|491.91|IRAQ
100199|53878.0912|4410.80|INDIA
100201|164715.3564|8708.15|INDONESIA
100207|188090.6112|-998.76|JAPAN
100211|83402.0180|2777.31|MOZAMBIQUE
100214|108953.7807|9997.73|CHINA
100220|33639.6720|2882.64|BRAZIL
100223|118042.9089|1985.30|EGYPT
100225|112138.9596|536.77|RUSSIA
100229|153980.1691|1588.47|EGYPT
100235|106790.4284|-920.68|ARGENTINA
100240|54116.0691|9694.47|MOZAMBIQUE
100243|128071.2895|1164.25|FRANCE
100244|60238.0716|7499.08|ARGENTINA
100246|246834.3880|686.47|IRAQ
100247|182756.8366|7516.48|ROMANIA
100252|162039.2938|5074.40|GERMANY
100256|145506.5272|7124.94|MOZAMBIQUE
100258|154363.0030|9753.06|CANADA
100259|104556.0047|6828.23|VIETNAM
100264|113754.0324|8955.30|EGYPT
100273|121263.2774|4251.99|GERMANY
100279|123231.8937|225.39|IRAQ
10028|189207.6378|-739.33|EGYPT
100285|56358.3168|3826.04|ETHIOPIA
100|28629.6120|9889.89|SAUDI ARABIA
100294|131851.4964|2611.92|MOZAMBIQUE
100304|22395.9004|8596.51|FRANCE
10030|423224.7360|-831.35|IRAN
100307|196209.8604|4016.44|CANADA
100309|102452.7567|5590.43|CANADA
100312|51545.0880|-395.47|ROMANIA
1003|137680.2795|7894.00|VIETNAM
100315|165265.5052|3685.40|MOROCCO
100321|98166.3076|4293.30|UNITED STATES
100322|28147.0896|6497.87|RUSSIA
100324|9045.3680|3583.20|CHINA
100327|48790.0959|8716.03|ROMANIA
100330|10128.7890|8414.20|BRAZIL
100333|75090.5365|812.44|CHINA
100339|6022.2416|6814.17|IRAN
100342|90840.8769|876.16|CHINA
100348|190586.7402|7066.08|JORDAN
100355|21263.5293|4980.35|MOZAMBIQUE
100357|33327.2475|1091.71|SAUDI ARABIA
100360|156645.4261|3485.40|ARGENTINA
100363|232444.7557|7782.33|ETHIOPIA
100366|224833.7866|8395.02|INDONESIA
100375|52932.6798|7760.44|ETHIOPIA
100378|101130.9268|2707.74|CHINA
100385|90904.3596|1156.14|INDIA
100387|110333.1311|7476.11|PERU
100388|174809.0453|6991.38|BRAZIL
100390|131560.2456|6726.00|UNITED KINGDOM
100391|61695.1584|5860.53|SAUDI ARABIA
100393|301369.6339|3582.66|GERMANY
100397|204080.8262|3913.70|INDIA
10039|92780.8572|7660.52|BRAZIL
100399|93919.1240|1976.81|SAUDI ARABIA
100403|376790.4076|6085.06|INDIA
100405|96963.0070|8931.59|KENYA
100408|91460.6583|3140.02|IRAN
100411|61055.2578|6930.03|JAPAN
100414|141569.0088|-946.64|INDONESIA
100417|32725.9684|1639.87|ARGENTINA
10042|28380.7260|8208.08|ROMANIA
100429|43138.3860|5213.96|CHINA
100432|53348.2844|3009.72|INDONESIA
100435|133090.7090|9175.67|SAUDI ARABIA
100438|133106.4604|8560.29|FRANCE
100442|353723.0910|4792.58|JAPAN
100448|207192.5538|3274.36|FRANCE
100450|297306.4692|6466.88|CHINA
100451|68632.7268|6960.06|INDONESIA
100454|29260.0000|405.34|JORDAN
100459|130250.0662|8074.14|ETHIOPIA
100460|62205.6658|4084.79|IRAQ
10046|39568.1895|2976.48|RUSSIA
100465|84677.2896|5040.17|VIETNAM
100469|89673.9617|2928.08|BRAZIL
100471|60937.7720|4017.28|ARGENTINA
10048|2340.2200|2493.41|SAUDI ARABIA
100483|151084.3752|8892.75|EGYPT
100486|27644.5728|-376.23|CANADA
100492|90931.8151|854.74|UNITED STATES
100493|70818.8831|8602.31|RUSSIA
100498|80274.1282|1564.74|JORDAN
100499|42283.1773|6596.66|ETHIOPIA
100505|14814.2496|7222.10|GERMANY
100507|36766.9740|7894.10|GERMANY
100513|76855.4951|6016.93|PERU
100516|226724.4363|8930.18|BRAZIL
100529|187652.1636|4656.33|RUSSIA
100532|84800.9375|8885.19|INDONESIA
100534|157140.7736|43.46|KENYA
100535|105052.2618|2283.48|MOZAMBIQUE
100537|33946.2000|3667.79|ETHIOPIA
100540|85213.5876|9496.39|CANADA
100541|263372.0429|4965.26|MOROCCO
100547|42448.9000|1277.78|CHINA
100549|12580.3560|2060.68|ROMANIA
100552|245510.2731|4636.01|JAPAN
100553|30573.9000|2457.46|CHINA
100555|130864.3618|1962.77|VIETNAM
100558|174897.5766|7219.79|EGYPT
100567|66541.2093|2234.00|ALGERIA
100568|81956.5656|1866.57|PERU
100576|141841.8092|7143.52|EGYPT
100579|99625.4652|8273.03|KENYA
100582|148030.7072|9071.69|ETHIOPIA
100583|108631.0025|5896.88|CHINA
100585|61901.0378|8681.31|MOZAMBIQUE
100588|136420.4362|5559.65|EGYPT
100595|153628.1651|6595.95|ARGENTINA
100609|192863.9031|5165.49|KENYA
100615|43398.5579|2122.91|ALGERIA
100618|237333.4737|5634.87|FRANCE
100619|154229.3696|4332.81|JAPAN
100630|71060.6882|6726.18|UNITED STATES
100633|104619.5189|6420.30|UNITED KINGDOM
100636|38914.2374|4314.30|INDONESIA
10063|72022.5666|8145.78|ALGERIA
100639|2990.7504|8519.95|UNITED STATES
100640|15262.3200|5828.29|BRAZIL
100645|47431.4130|1210.61|IRAN
100648|203766.0758|4113.67|JAPAN
10064|85051.0704|9176.98|ALGERIA
100654|43571.6106|496.46|VIETNAM
100660|224727.2420|9235.95|PERU
10066|159855.3102|8464.17|CANADA
100663|81493.4180|-60.00|ALGERIA
100667|52786.6284|721.02|BRAZIL
100670|182189.5811|3024.85|CANADA
100678|168768.6395|-807.45|CHINA
100679|123649.6989|1024.36|UNITED KINGDOM
100684|287055.7987|7315.87|ARGENTINA
100685|320597.8242|8824.35|CANADA
100688|17460.6390|5918.51|PERU
10069|101999.4936|7654.19|ALGERIA
100691|133585.7364|7877.52|SAUDI ARABIA
100699|219969.4754|6164.68|FRANCE
100705|182518.9197|2044.75|MOROCCO
100708|159159.9876|1721.57|INDONESIA
100712|22746.6624|2816.25|ETHIOPIA
100714|280132.6277|1345.72|ALGERIA
10072|317011.2117|7332.59|VIETNAM
100726|142700.3946|2486.79|GERMANY
100729|84914.8851|8190.46|ROMANIA
100733|232490.7045|7745.40|UNITED KINGDOM
100738|267121.8609|9669.92|EGYPT
100741|104791.0596|7652.16|FRANCE
100742|63791.5887|6849.73|INDONESIA
100744|32941.6074|6258.66|VIETNAM
100753|27932.5827|5660.93|JORDAN
100759|125104.6202|4049.57|UNITED STATES
100772|16199.2220|8723.48|EGYPT
100774|230703.3231|6284.06|UNITED STATES
100783|147105.3060|4183.70|ROMANIA
100792|117357.8886|1185.53|GERMANY
100798|158047.0948|6175.12|INDIA
10081|140350.9778|2115.69|ROMANIA
100813|189273.2053|7428.01|JORDAN
100822|79633.7296|2205.17|ARGENTINA
100825|89440.2819|6834.38|MOZAMBIQUE
100832|115712.4019|5699.64|INDONESIA
10084|90005.6844|7214.80|KENYA
100849|190366.4730|8707.72|ALGERIA
100852|118656.2426|636.87|EGYPT
100855|141358.1922|1276.01|ALGERIA
100856|256693.4382|4899.69|EGYPT
100858|196701.1018|2071.03|IRAN
100862|1496.0382|9142.08|MOROCCO
100864|151367.5672|-356.47|JAPAN
100868|92013.1506|5411.16|INDONESIA
100870|74298.3528|2903.88|JAPAN
100873|61652.0268|-851.36|CANADA
10087|70700.3448|651.27|MOROCCO
10088|184084.4776|9832.32|CANADA
100885|405393.5352|6469.78|INDONESIA
100894|30897.4581|1195.19|INDIA
100907|25913.4924|6313.26|BRAZIL
100909|212056.1539|9815.62|MOROCCO
100915|77971.9086|905.21|FRANCE
100916|2636.4368|9756.34|ALGERIA
100924|157979.9329|2130.46|BRAZIL
100925|42357.7478|-312.75|CANADA
100928|33746.8880|6133.24|SAUDI ARABIA
100930|111579.7160|5334.39|UNITED KINGDOM
100933|52500.3600|8056.87|VIETNAM
100939|214300.2772|4413.94|KENYA
10094|228359.6008|4469.44|ETHIOPIA
100943|54666.3014|4491.96|INDONESIA
100945|161829.4902|2176.56|GERMANY
100946|32061.0312|4421.27|ARGENTINA
100948|204524.7714|-617.06|IRAQ
100949|61961.4720|54.03|KENYA
100951|70202.6724|5578.99|VIETNAM
100952|32264.7770|34.96|CANADA
100958|129742.2667|4331.20|GERMANY
100963|41451.2167|5795.89|RUSSIA
100964|24976.9728|4495.04|MOROCCO
100967|79157.4336|2994.61|FRANCE
100969|76115.9340|2622.51|JORDAN
